tweet_text,time,wait_time
kingston terminal - 1 hour wait -  no wsp boarding passes,2017-10-15 17:55 +0000,1.0
kingston terminal - 2 hour wait - wsp boarding passes required,2017-10-16 00:40 +0000,2.0
update - no extended wait in kingston,2017-10-16 04:15 +0000,0.0
ed/ki - kingston terminal wait time - one hour,2017-10-16 21:05 +0000,1.0
update - no extended wait in kingston,2017-10-16 22:15 +0000,0.0
kingston terminal - one hour wait - no wsp boarding pass required,2017-10-21 19:05 +0000,1.0
kingston terminal - one hour wait - no wsp boarding pass required,2017-10-22 19:35 +0000,1.0
update - no extended wait departing kingston,2017-10-23 01:30 +0000,0.0
kingston terminal - one hour wait - no wsp boarding pass required,2017-10-28 19:00 +0000,1.0
update - no extended wait departing kingston,2017-10-28 21:55 +0000,0.0
kingston terminal - one hour wait - no wsp boarding pass required,2017-10-29 17:45 +0000,1.0
update - no extended wait departing kingston,2017-10-30 04:20 +0000,0.0
kingston terminal status - 1 hour wait. no wsp boarding pass,2019-01-01 21:40 +0000,1.0
no extended wait departing kingston,2019-01-02 01:15 +0000,0.0
kingston terminal status - 1 hour wait. no wsp boarding pass,2019-01-14 01:15 +0000,1.0
no extended wait departing kingston,2019-01-14 02:20 +0000,0.0
kingston terminal status - 1 hour wait. no wsp boarding pass,2019-01-21 22:25 +0000,1.0
update -kingston terminal status - 2 hour wait. no wsp boarding pass,2019-01-21 22:55 +0000,2.0
update -kingston terminal status - 1 hour wait. no wsp boarding pass,2019-01-22 00:20 +0000,1.0
no extended wait departing kingston,2019-01-22 02:55 +0000,0.0
kingston terminal status - 1 hour wait. no wsp boarding pass,2019-01-27 22:20 +0000,1.0
update -kingston terminal status - 2 hour wait. no wsp boarding pass,2019-01-28 00:10 +0000,2.0
update -kingston terminal status - 1 hour wait. no wsp boarding pass,2019-01-28 02:40 +0000,1.0
no extended wait departing kingston,2019-01-28 03:25 +0000,0.0
kingston terminal status - 1 hour wait,2019-08-02 20:25 +0000,1.0
no extended wait for drivers departing kingston,2019-08-03 01:05 +0000,0.0
kingston terminal status - 1 hour wait,2019-08-03 17:45 +0000,1.0
no extended wait for drivers departing edmonds or kingston,2019-08-03 23:20 +0000,0.0
kingston terminal status - 1 hour wait,2019-08-04 18:05 +0000,1.0
kingston terminal -  1 hour wait. wsp boarding pass required,2019-08-04 18:50 +0000,1.0
kingston terminal -  2 hour wait. wsp boarding pass required,2019-08-04 19:55 +0000,2.0
update - kingston terminal -  3 hour wait. wsp boarding pass required,2019-08-04 22:35 +0000,3.0
update - kingston terminal -  2 hour wait. wsp boarding pass required,2019-08-05 00:20 +0000,2.0
no extended wait for drivers departing kingston,2019-08-05 01:15 +0000,0.0
kingston terminal status - 1 hour wait,2019-08-05 19:00 +0000,1.0
kingston terminal - one hour wait. wsp boarding pass required,2019-08-05 20:10 +0000,1.0
update -kingston terminal - two hour wait. wsp boarding pass required,2019-08-06 00:40 +0000,2.0
no extended wait for drivers departing kingston,2019-08-06 02:35 +0000,0.0
kingston terminal status - 1 hour wait,2019-08-06 19:00 +0000,1.0
"no extended wait in edmonds and kingston, vessels on schedule",2019-08-07 01:35 +0000,0.0
two hour wait in edmonds - one hour wait in kingston,2019-08-08 22:45 +0000,1.0
update - one hour wait for drivers departing edmonds and kingston,2019-08-09 01:50 +0000,1.0
"no extended wait departing edmonds and kingston, late vessel",2019-08-09 03:20 +0000,0.0
kingston terminal status - 1 hour wait,2019-08-09 21:45 +0000,1.0
no extended wait for drivers departing kingston,2019-08-10 01:35 +0000,0.0
no extended wait for drivers departing edmonds or kingston,2019-08-10 02:00 +0000,0.0
kingston terminal status - 1 hour wait,2019-08-10 18:15 +0000,1.0
no extended wait for drivers departing kingston,2019-08-11 00:00 +0000,0.0
kingston terminal status - 1 hour wait,2019-08-11 18:15 +0000,1.0
update -kingston terminal - two hour wait. wsp boarding pass required,2019-08-11 18:25 +0000,2.0
kingston terminal status - 2 hour wait,2019-08-12 01:30 +0000,2.0
no extended wait departing kingston,2019-08-12 04:20 +0000,0.0
kingston terminal status - 1 hour wait,2019-08-12 18:25 +0000,1.0
no extended wait departing kingston,2019-08-13 00:30 +0000,0.0
kingston terminal status - 1 hour wait,2019-08-15 23:40 +0000,1.0
one hour wait departing edmonds and kingston terminals,2019-08-16 00:55 +0000,1.0
"one hour wait departing edmonds, no wait in kingston",2019-08-16 01:55 +0000,0.0
kingston terminal status - 1 hour wait,2019-08-16 23:35 +0000,1.0
no extended wait departing kingston,2019-08-17 01:50 +0000,0.0
kingston terminal - one hour wait. wsp boarding pass required,2019-08-18 18:10 +0000,1.0
kingston terminal status - 1 hour wait,2019-08-18 18:50 +0000,1.0
update -kingston terminal - 3 hour wait. wsp boarding pass required,2019-08-18 20:50 +0000,3.0
kingston terminal status - 1 hour wait,2019-08-19 18:35 +0000,1.0
kingston terminal status - 1 hour wait,2019-08-21 19:10 +0000,1.0
no extended wait for drivers departing kingston,2019-08-22 00:20 +0000,0.0
kingston terminal status - 1 hour wait,2019-08-23 22:45 +0000,1.0
no extended wait for drivers departing kingston,2019-08-24 02:35 +0000,0.0
"one hour wait in edmonds, no extended wait departing kingston",2019-08-24 03:00 +0000,0.0
kingston terminal status - 1 hour wait,2019-08-24 18:15 +0000,1.0
no extended wait for drivers departing kingston,2019-08-25 03:45 +0000,0.0
kingston terminal status - 1 hour wait,2019-08-25 17:00 +0000,1.0
kingston terminal - 1 hour wait,2019-08-25 18:30 +0000,1.0
kingston terminal - 2 hour wait,2019-08-25 19:35 +0000,2.0
update - kingston terminal - 1 hour wait,2019-08-25 22:15 +0000,1.0
update - kingston terminal - 3 hour wait,2019-08-25 23:55 +0000,3.0
kingston terminal status - 1 hour wait,2019-08-26 17:31 +0000,1.0
kingston terminal status - 2 hour wait,2019-08-26 19:20 +0000,2.0
update - kingston terminal - 2 hour wait,2019-08-26 22:20 +0000,2.0
kingston terminal status - 1 hour wait,2019-08-27 02:25 +0000,1.0
no extended wait for drivers departing kingston,2019-08-27 02:45 +0000,0.0
kingston terminal - 1 hour wait -  no wsp boarding pass,2018-05-05 17:35 +0000,1.0
update - no extended wait departing kingston,2018-05-05 21:10 +0000,0.0
kingston terminal - 1 hour wait -  no wsp boarding pass,2018-05-06 18:10 +0000,1.0
update - no extended wait departing kingston,2018-05-07 03:20 +0000,0.0
kingston terminal - 1 hour wait -  no wsp boarding pass,2018-05-12 16:30 +0000,1.0
update - kingston terminal - 2 hour wait -  no wsp boarding pass,2018-05-13 01:30 +0000,2.0
update - no extended wait departing kingston,2018-05-13 05:15 +0000,0.0
kingston terminal - 1 hour wait -  no wsp boarding pass,2018-05-13 16:25 +0000,1.0
update - kingston terminal - 1 hour wait -  no wsp boarding pass,2018-05-14 03:30 +0000,1.0
update - no extended wait departing kingston,2018-05-14 05:15 +0000,0.0
ed/king - kingston terminal - one hour wait,2018-05-14 18:35 +0000,1.0
update - no extended wait departing kingston,2018-05-14 22:30 +0000,0.0
update - kingston terminal - 1 hour wait -  no wsp boarding pass,2018-05-18 22:45 +0000,1.0
update - no extended wait departing kingston,2018-05-19 00:55 +0000,0.0
ed/king - kingston terminal - one hour wait,2018-05-19 16:35 +0000,1.0
kingston terminal - 1 hour wait -  no wsp boarding pass,2018-05-19 16:40 +0000,1.0
update - no extended wait departing kingston,2018-05-19 19:15 +0000,0.0
kingston terminal - 1 hour wait -  no wsp boarding pass,2018-05-20 17:55 +0000,1.0
update -  kingston terminal - 2 hour wait -  no wsp boarding pass,2018-05-21 03:05 +0000,2.0
kingston terminal - 1 hour wait -  no wsp boarding pass,2018-05-28 00:25 +0000,1.0
update - no extended wait departing kingston,2018-05-28 05:20 +0000,0.0
kingston terminal - 1 hour wait -  no wsp boarding pass,2018-05-28 17:35 +0000,1.0
update - no extended wait departing kingston,2018-05-29 02:55 +0000,0.0
ed/ki - one hour wait without wsp boarding pass - kingston terminal,2018-05-29 17:35 +0000,1.0
no extended wait departing kingston,2018-05-29 20:45 +0000,0.0
"kingston terminal status - 1 hour wait, no wsp boarding pass",2019-05-05 19:10 +0000,1.0
update - kingston terminal -  2 hour wait. wsp boarding pass required,2019-05-05 21:40 +0000,2.0
"update - kingston terminal status - 1 hour wait, no wsp boarding pass",2019-05-06 01:20 +0000,1.0
no extended wait departing kingston,2019-05-06 04:25 +0000,0.0
"kingston terminal status - 1 hour wait, no wsp boarding pass",2019-05-11 17:20 +0000,1.0
no extended wait departing kingston,2019-05-11 21:55 +0000,0.0
"update - kingston terminal status - 2 hour wait, no wsp boarding pass",2019-05-12 02:45 +0000,2.0
"update - kingston terminal status - 1 hour wait, no wsp boarding pass",2019-05-12 03:20 +0000,1.0
"kingston terminal status - 1 hour wait, no wsp boarding pass",2019-05-12 16:55 +0000,1.0
update - kingston terminal -  2 hour wait. wsp boarding pass required,2019-05-12 19:50 +0000,2.0
update - kingston terminal -  1 hour wait. wsp boarding pass required,2019-05-12 22:45 +0000,1.0
"kingston terminal status - 1 hour wait, no wsp boarding pass",2019-05-18 17:15 +0000,1.0
no extended wait departing kingston,2019-05-18 21:40 +0000,0.0
"kingston terminal status - 1 hour wait, no wsp boarding pass",2019-05-19 19:35 +0000,1.0
update - kingston terminal -  1 hour wait. wsp boarding pass required,2019-05-19 20:45 +0000,1.0
update - kingston terminal -  2 hour wait. wsp boarding pass required,2019-05-19 20:55 +0000,2.0
"update - kingston terminal status - 2 hour wait, no wsp boarding pass",2019-05-19 21:40 +0000,2.0
"update - kingston terminal status - 1 hour wait, no wsp boarding pass",2019-05-20 01:00 +0000,1.0
no extended wait departing kingston,2019-05-20 03:15 +0000,0.0
"kingston terminal status - 1 hour wait, no wsp boarding pass",2019-05-23 19:35 +0000,1.0
"kingston terminal status - 2 hour wait, no wsp boarding pass",2019-05-23 20:35 +0000,2.0
"update - one hour wait in kingston, two hour wait in edmonds",2019-05-24 00:10 +0000,1.0
"update - one hour wait in kingston, one hour wait in edmonds",2019-05-24 00:35 +0000,1.0
"update - one hour wait in edmonds, no wait in kingston",2019-05-24 02:15 +0000,0.0
edm/king-kingston 10:20am and edmonds 11:05am sailings cancelled--2 hr. wait,2019-05-25 17:55 +0000,1.0
no extended wait departing kingston,2019-05-25 20:30 +0000,0.0
"kingston terminal status - 1 hour wait, no wsp boarding pass",2019-05-27 04:00 +0000,1.0
"kingston terminal status - 2 hour wait, no wsp boarding pass",2019-05-27 04:25 +0000,2.0
edm/king-kingston terminal status: one hour wait--no wsp boarding pass required,2019-05-27 18:45 +0000,1.0
kingston terminal status: two hour wait--no wsp boarding pass required,2019-05-27 21:10 +0000,2.0
kingston terminal status: one hour wait--no wsp boarding pass required,2019-05-28 02:10 +0000,1.0
kingston terminal status: one hour wait--no wsp boarding pass required,2019-05-28 18:35 +0000,1.0
kingston terminal status - 1 hour wait,2019-05-28 20:20 +0000,1.0
no extended wait departing kingston,2019-05-28 22:20 +0000,0.0
kingston terminal status - 1 hour wait,2019-05-31 17:10 +0000,1.0
"kingston terminal status - 1 hour wait, no wsp boarding pass",2018-08-03 22:05 +0000,1.0
no extended wait departing kingston,2018-08-04 00:35 +0000,0.0
"kingston terminal status - 1 hour wait, no wsp boarding pass",2018-08-04 17:20 +0000,1.0
"kingston terminal status - 2 hour wait, no wsp boarding pass",2018-08-05 18:10 +0000,2.0
update -kingston terminal wait 2 hours - wsp boarding passes required,2018-08-05 18:35 +0000,2.0
kingston terminal wait 2 hours - wsp boarding passes required,2018-08-05 18:40 +0000,2.0
"kingston terminal status - 1 hour wait, no wsp boarding pass",2018-08-06 03:10 +0000,1.0
no extended wait departing kingston,2018-08-06 03:45 +0000,0.0
"kingston terminal status - 1 hour wait, no wsp boarding pass",2018-08-06 17:50 +0000,1.0
no extended wait departing edmonds or kingston,2018-08-07 02:05 +0000,0.0
"kingston terminal status - 1 hour wait, no wsp boarding pass",2018-08-10 20:05 +0000,1.0
no extended wait departing kingston,2018-08-11 03:30 +0000,0.0
"kingston terminal status - 1 hour wait, no wsp boarding pass",2018-08-11 17:10 +0000,1.0
kingston terminal wait 90 minutes - wsp boarding passes required,2018-08-11 18:35 +0000,1.5
kingston terminal wait 2 hours - wsp boarding passes required,2018-08-11 19:35 +0000,2.0
"update - kingston terminal status - 1 hour wait, no wsp boarding pass",2018-08-11 21:15 +0000,1.0
no extended wait departing kingston,2018-08-12 04:30 +0000,0.0
"kingston terminal status - 1 hour wait, no wsp boarding pass",2018-08-12 16:55 +0000,1.0
"update: kingston terminal status - 2 hour wait, no wsp boarding pass",2018-08-12 17:10 +0000,2.0
update: kingston terminal wait 2 hours - wsp boarding passes required,2018-08-12 18:15 +0000,2.0
"kingston terminal status - one hour wait, no boarding pass",2018-08-13 16:00 +0000,1.0
"update: kingston terminal status - two hour wait, no boarding pass",2018-08-13 23:20 +0000,2.0
no extended wait departing kingston,2018-08-14 02:00 +0000,0.0
"kingston terminal status - 1 hour wait, no wsp boarding pass",2018-08-17 00:40 +0000,1.0
no extended wait departing kingston,2018-08-17 01:45 +0000,0.0
"kingston terminal status - 1 hour wait, no wsp boarding pass",2018-08-17 20:30 +0000,1.0
no extended wait departing kingston,2018-08-18 03:35 +0000,0.0
"kingston terminal status - 1 hour wait, no wsp boarding pass",2018-08-18 17:15 +0000,1.0
update: kingston terminal wait 1 hour - wsp boarding passes required,2018-08-18 19:45 +0000,1.0
update: kingston terminal wait 2 hours - wsp boarding passes required,2018-08-18 20:05 +0000,2.0
kingston terminal wait 3 hours - wsp boarding passes required,2018-08-19 18:05 +0000,3.0
update: kingston terminal wait 4 hours - wsp boarding passes required,2018-08-19 19:40 +0000,4.0
update: kingston terminal wait 3 hours - wsp boarding passes required,2018-08-19 21:15 +0000,3.0
update: kingston terminal wait 2 hours - wsp boarding passes required,2018-08-19 22:45 +0000,2.0
"update kingston terminal status - 2 hour wait, no wsp boarding pass",2018-08-19 23:45 +0000,2.0
"update: kingston terminal status - 1 hour wait, no wsp boarding pass",2018-08-20 02:35 +0000,1.0
no extended wait departing kingston,2018-08-20 03:55 +0000,0.0
"kingston terminal status - 1 hour wait, no wsp boarding pass",2018-08-20 18:30 +0000,1.0
no extended wait departing kingston,2018-08-21 02:00 +0000,0.0
"kingston terminal status - 1 hour wait, no wsp boarding pass",2018-08-24 22:25 +0000,1.0
no extended wait departing kingston,2018-08-25 01:55 +0000,0.0
"kingston terminal status - 1 hour wait, no wsp boarding pass",2018-08-25 18:15 +0000,1.0
update: kingston terminal wait 1 hour - wsp boarding passes required,2018-08-25 21:05 +0000,1.0
"update - kingston terminal status - 1 hour wait, no wsp boarding pass",2018-08-25 22:15 +0000,1.0
"update - kingston terminal status - 2 hour wait, no wsp boarding pass",2018-08-25 23:10 +0000,2.0
no extended wait departing kingston,2018-08-26 03:35 +0000,0.0
"kingston terminal status - 1 hour wait, no wsp boarding pass",2018-08-26 17:30 +0000,1.0
update: kingston terminal wait 2 hour - wsp boarding passes required,2018-08-26 18:25 +0000,2.0
update: kingston terminal wait 3 hour - wsp boarding passes required,2018-08-26 21:30 +0000,3.0
update: kingston terminal wait 1 hour - wsp boarding passes required,2018-08-27 03:15 +0000,1.0
update - no extended wait departing kingston,2018-08-27 04:35 +0000,0.0
kingston terminal wait time - one hour,2018-01-01 20:40 +0000,1.0
update - kingston terminal wait time - two hours,2018-01-01 22:30 +0000,2.0
update - no extended wait departing kingston,2018-01-02 03:10 +0000,0.0
kingston terminal wait time - one hour,2018-01-14 23:15 +0000,1.0
update - no extended wait departing kingston,2018-01-15 05:10 +0000,0.0
kingston terminal wait time - one hour,2018-01-15 20:55 +0000,1.0
update - kingston terminal wait time - two hours,2018-01-15 22:45 +0000,2.0
update - kingston terminal wait time - one hour,2018-01-16 00:25 +0000,1.0
update - no extended wait departing kingston,2018-01-16 02:40 +0000,0.0
kingston terminal wait time - one hour,2018-01-28 01:10 +0000,1.0
kingston terminal - 1 hour wait -  no wsp boarding passes required,2017-09-04 03:05 +0000,1.0
kingston terminal - 1 hour wait -  no wsp boarding passes required,2017-09-04 17:55 +0000,1.0
kingston terminal - 1 hour wait -  no wsp boarding passes required,2017-09-10 19:50 +0000,1.0
kingston wait time - 2 hours w/ wsp boarding passes,2017-09-10 21:40 +0000,2.0
update - no extended wait departing kingston,2017-09-11 03:40 +0000,0.0
kingston terminal - 1 hour wait -  no wsp boarding passes required,2017-09-16 20:10 +0000,1.0
kingston terminal - 1 hour wait -  no wsp boarding passes required,2017-09-17 19:05 +0000,1.0
kingston wait time - 2 hours w/ wsp boarding passes,2017-09-17 19:55 +0000,2.0
update - kingston terminal - 1 hour wait -  no wsp boarding passes,2017-09-18 00:55 +0000,1.0
update - no extended wait departing kingston,2017-09-18 03:05 +0000,0.0
kingston terminal - 1 hour wait -  no wsp boarding passes,2017-09-23 18:30 +0000,1.0
update - no extended wait departing kingston,2017-09-23 21:05 +0000,0.0
kingston terminal - 1 hour wait -  no wsp boarding passes,2017-09-24 18:40 +0000,1.0
kingston wait time - 2 hours w/ wsp boarding passes,2017-09-24 23:40 +0000,2.0
update - no extended wait departing kingston,2017-09-25 03:05 +0000,0.0
"kingston terminal status - one hour wait, no wsp boarding pass",2018-10-01 01:30 +0000,1.0
no extended wait departing kingston,2018-10-01 03:20 +0000,0.0
"kingston terminal status - one hour wait, no wsp boarding pass",2018-10-05 22:40 +0000,1.0
no extended wait departing kingston,2018-10-06 01:15 +0000,0.0
"kingston terminal status - one hour wait, no wsp boarding pass",2018-10-06 18:40 +0000,1.0
"kingston terminal status - two hour wait, no wsp boarding pass",2018-10-06 21:55 +0000,2.0
update no extended wait departing kingston,2018-10-07 03:35 +0000,0.0
"kingston terminal status - one hour wait, no wsp boarding pass",2018-10-07 18:05 +0000,1.0
"update-kingston terminal status - two hour wait, no wsp boarding pass",2018-10-07 19:45 +0000,2.0
update - kingston terminal - 2 hour wait - wsp boarding pass required,2018-10-07 21:50 +0000,2.0
"update-kingston terminal status - one hour wait, no wsp boarding pass",2018-10-08 00:30 +0000,1.0
update - no extended wait departing kingston,2018-10-08 03:20 +0000,0.0
"kingston terminal status - one hour wait, no wsp boarding pass",2018-10-13 16:30 +0000,1.0
"kingston terminal status - one hour wait, no wsp boarding pass",2018-10-14 18:55 +0000,1.0
update - kingston terminal - 2 hour wait - wsp boarding pass required,2018-10-14 22:20 +0000,2.0
update - no extended wait departing kingston,2018-10-15 03:35 +0000,0.0
"kingston terminal status - 60 minute wait, no wsp boarding pass",2018-10-19 22:10 +0000,1.0
no extended wait departing kingston,2018-10-20 02:50 +0000,0.0
"kingston terminal status - 60 minute wait, no wsp boarding pass",2018-10-20 16:25 +0000,1.0
no extended wait departing kingston,2018-10-20 18:35 +0000,0.0
"kingston terminal status - 1 hour wait, no wsp boarding pass",2018-10-20 22:40 +0000,1.0
"kingston terminal status - 1 hour wait, no wsp boarding pass",2018-10-21 18:15 +0000,1.0
update - kingston terminal - 2 hour wait - wsp boarding pass required,2018-10-21 19:45 +0000,2.0
no extended wait departing kingston,2018-10-22 04:10 +0000,0.0
"kingston terminal status - 1 hour wait, no wsp boarding pass",2018-10-27 19:35 +0000,1.0
no extended wait departing edmonds or kingston,2018-10-28 03:00 +0000,0.0
kingston terminal - no extended wait,2017-08-01 00:25 +0000,0.0
kingston terminal wait - one hour - no wsp boarding pass,2017-08-05 19:25 +0000,1.0
kingston terminal wait - one hour - no wsp boarding pass,2017-08-06 17:25 +0000,1.0
ed/king-update- kingston wait time: 2 hrs. with wsp boarding pass required,2017-08-06 18:40 +0000,2.0
ed/king-update- kingston wait time: 3 hrs. with wsp boarding pass required,2017-08-06 20:15 +0000,3.0
ed/king - update - kingston wait time: 2 hrs. with wsp boarding pass required,2017-08-06 22:15 +0000,2.0
update - kingston terminal wait - one hour - no wsp boarding pass,2017-08-07 00:15 +0000,1.0
kingston terminal - no extended wait,2017-08-07 05:05 +0000,0.0
kingston terminal wait - one hour - no wsp boarding pass,2017-08-07 18:20 +0000,1.0
kingston terminal - one hour wait,2017-08-10 01:00 +0000,1.0
update - no extended wait departing kingston,2017-08-10 02:05 +0000,0.0
kingston terminal - one hour wait - no wsp boarding pass,2017-08-10 21:40 +0000,1.0
update - no extended wait departing kingston,2017-08-11 02:10 +0000,0.0
kingston terminal - one hour wait - no wsp boarding pass,2017-08-11 19:50 +0000,1.0
update - no extended wait departing kingston,2017-08-12 02:30 +0000,0.0
kingston terminal - one hour wait - no wsp boarding pass,2017-08-12 17:30 +0000,1.0
ed/king - kingston wait time: 2 hrs. with wsp boarding pass required,2017-08-13 18:30 +0000,2.0
ed/king - update - kingston wait time: 3 hrs. with wsp boarding pass required,2017-08-13 20:10 +0000,3.0
ed/king - update - kingston wait time: 2 hrs. with wsp boarding pass required,2017-08-13 20:50 +0000,2.0
ed/king - update - kingston wait time: 1 hr. with wsp boarding pass required,2017-08-14 03:00 +0000,1.0
update - kingston terminal - one hour wait - no wsp boarding pass,2017-08-14 03:05 +0000,1.0
update - no extended wait departing kingston,2017-08-14 03:55 +0000,0.0
update - no extended wait departing kingston,2017-08-15 02:05 +0000,0.0
kingston terminal - one hour wait - no wsp boarding pass required,2017-08-17 00:10 +0000,1.0
update - no extended wait departing kingston,2017-08-17 01:30 +0000,0.0
kingston terminal - 1 hour wait -  no wsp boarding passes required.,2017-08-18 20:50 +0000,1.0
kingston terminal - 1 hour wait -  no wsp boarding passes required,2017-08-18 20:55 +0000,1.0
update - kingston terminal - 2 hour wait with wsp boarding pass,2017-08-18 23:50 +0000,2.0
update - no extended wait departing kingston,2017-08-19 01:45 +0000,0.0
kingston terminal - 1 hour wait -  no wsp boarding passes required,2017-08-19 20:05 +0000,1.0
update - no extended wait departing kingston,2017-08-19 23:25 +0000,0.0
kingston terminal - 1 hour wait -  no wsp boarding passes required,2017-08-20 17:30 +0000,1.0
update - kingston terminal - 2 hour wait with wsp boarding pass,2017-08-20 17:45 +0000,2.0
update - kingston terminal - 1 hour wait with wsp boarding pass,2017-08-20 22:40 +0000,1.0
update - no extended wait departing kingston,2017-08-21 04:50 +0000,0.0
kingston terminal - 1 hour wait -  no wsp boarding passes required,2017-08-26 18:55 +0000,1.0
kingston terminal - 1 hour wait -  no wsp boarding passes required,2017-08-27 17:30 +0000,1.0
kingston terminal - 1 hour wait with wsp boarding pass,2017-08-27 18:55 +0000,1.0
kingston terminal - 2 hour wait with wsp boarding pass,2017-08-27 19:20 +0000,2.0
update - kingston terminal - 3 hour wait with wsp boarding pass,2017-08-27 21:30 +0000,3.0
update - kingston terminal - 2 hour wait with wsp boarding pass,2017-08-28 00:00 +0000,2.0
update - kingston terminal - 1 hour wait - no pass required,2017-08-28 02:00 +0000,1.0
update - no extended wait in kingston,2017-08-28 05:10 +0000,0.0
kingston terminal - one hour wait - no wsp boarding pass required,2017-08-28 20:10 +0000,1.0
update - no extended wait departing kingston,2017-08-29 02:20 +0000,0.0
kingston terminal - 1 hour wait -  no wsp boarding passes required,2017-08-30 17:45 +0000,1.0
update - no extended wait departing kingston,2017-08-30 21:45 +0000,0.0
ed/ki - wait time - kingston terminal - 1 hour,2017-01-01 22:40 +0000,1.0
ed/ki - no extended wait - kingston terminal,2017-01-02 00:55 +0000,0.0
kingston terminal wait time - one hour,2017-01-02 20:40 +0000,1.0
no extended wait -  kingston terminal,2017-01-02 23:55 +0000,0.0
kingston terminal wait time - one hour - no wsp boarding pass,2017-01-14 19:20 +0000,1.0
update - no extended wait departing kingston,2017-01-14 21:35 +0000,0.0
kingston terminal wait time - one hour - no wsp boarding pass,2017-01-15 20:55 +0000,1.0
no extended wait at the kingston terminal,2017-01-16 04:10 +0000,0.0
ed/king - one hour wait at kingston,2017-01-21 02:30 +0000,1.0
ed/king - no extended wait departing kingston,2017-01-21 03:35 +0000,0.0
kingston terminal wait time - two hours - no wsp boarding pass,2017-01-29 21:15 +0000,2.0
kingston terminal wait time - one hour - no wsp boarding pass,2017-01-29 22:05 +0000,1.0
no extended wait at the kingston terminal,2017-01-30 02:55 +0000,0.0
kingston terminal status - 1 hour wait,2019-10-06 19:30 +0000,1.0
kingston terminal status - 2 hour wait,2019-10-07 00:00 +0000,2.0
no extended wait for drivers departing kingston,2019-10-07 03:20 +0000,0.0
kingston terminal status - 1 hour wait,2019-10-12 16:35 +0000,1.0
no extended wait for drivers departing kingston,2019-10-13 03:10 +0000,0.0
kingston terminal status - 1 hour wait,2019-10-13 18:15 +0000,1.0
update - kingston terminal - 2 hour wait,2019-10-13 22:45 +0000,2.0
no extended wait for drivers departing kingston,2019-10-14 05:20 +0000,0.0
kingston terminal status - 1 hour wait,2019-10-19 17:00 +0000,1.0
no extended wait for drivers departing kingston,2019-10-20 00:30 +0000,0.0
kingston terminal status - 1 hour wait,2019-10-20 18:05 +0000,1.0
no extended wait for drivers departing kingston,2019-10-21 02:30 +0000,0.0
kingston terminal status - 1 hour wait,2019-10-26 17:15 +0000,1.0
no longer an extended wait departing edmonds or kingston,2019-10-27 04:05 +0000,0.0
kingston terminal status - 1 hour wait,2019-10-27 19:15 +0000,1.0
kingston terminal status - 2 hour wait,2019-10-27 23:05 +0000,2.0
no extended wait for drivers departing kingston,2019-10-28 02:15 +0000,0.0
"kingston terminal status - 1 hour wait, no wsp boarding pass",2018-09-03 00:05 +0000,1.0
"update - kingston terminal status - 2 hour wait, no wsp boarding pass",2018-09-03 01:20 +0000,2.0
"kingston terminal status - one hour wait, no wsp boarding pass",2018-09-03 18:50 +0000,1.0
kingston terminal - one hour wait.  wsp boarding pass now required,2018-09-03 20:40 +0000,1.0
kingston terminal - two hour wait - wsp boarding pass required,2018-09-03 21:25 +0000,2.0
update - no extended wait departing kingston,2018-09-04 04:05 +0000,0.0
"kingston terminal status - one hour wait, no wsp boarding pass",2018-09-08 18:35 +0000,1.0
update - no extended wait departing kingston,2018-09-08 22:45 +0000,0.0
"kingston terminal status - one hour wait, no wsp boarding pass",2018-09-09 18:55 +0000,1.0
kingston terminal - one hour wait - wsp boarding pass required,2018-09-09 19:25 +0000,1.0
update-kingston terminal - two hour wait - wsp boarding pass required,2018-09-09 21:55 +0000,2.0
update-kingston terminal - 3 hour wait - wsp boarding pass required,2018-09-09 22:25 +0000,3.0
update-kingston terminal - 2 hour wait - wsp boarding pass required,2018-09-10 01:25 +0000,2.0
update - no extended wait departing kingston,2018-09-10 03:30 +0000,0.0
"kingston terminal status - one hour wait, no wsp boarding pass",2018-09-15 17:25 +0000,1.0
update - no extended wait departing kingston,2018-09-16 03:30 +0000,0.0
"kingston terminal status - one hour wait, no wsp boarding pass",2018-09-16 17:35 +0000,1.0
update-kingston terminal - 2 hour wait - wsp boarding pass required,2018-09-16 19:25 +0000,2.0
update - no extended wait departing kingston,2018-09-17 01:35 +0000,0.0
"kingston terminal status - one hour wait, no wsp boarding pass",2018-09-21 21:55 +0000,1.0
no extended wait departing kingston,2018-09-22 01:55 +0000,0.0
"kingston terminal status - one hour wait, no wsp boarding pass",2018-09-22 17:05 +0000,1.0
"update:kingston terminal status - two hour wait, no wsp boarding pass",2018-09-22 19:05 +0000,2.0
"update:kingston terminal status - one hour wait, no wsp boarding pass",2018-09-22 21:00 +0000,1.0
no extended wait departing kingston,2018-09-23 03:10 +0000,0.0
"kingston terminal status - one hour wait, no wsp boarding pass",2018-09-23 16:05 +0000,1.0
"update: kingston terminal status - two hour wait, no wsp boarding pass",2018-09-23 16:55 +0000,2.0
kingston terminal - 2 hour wait - wsp boarding pass required,2018-09-23 18:00 +0000,2.0
"kingston terminal status - one hour wait, no wsp boarding pass",2018-09-28 23:45 +0000,1.0
no extended wait departing kingston,2018-09-29 03:50 +0000,0.0
"kingston terminal status - two hour wait, no wsp boarding pass",2018-09-29 14:55 +0000,2.0
update: kingston terminal - 3 hour wait - wsp boarding pass required,2018-09-29 17:30 +0000,3.0
